"","V1","V2","V3","V4","V5"
"1647",17814.14,0.58,0.58,299.11,1815.97
"1648",17959.6,0.58,0.58,303.57,1818.09
"1649",15456.98,0.64,0.63,198.43,1748.16
"1650",15682.97,0.63,0.63,206.47,1753.5
"1651",16682.56,0.61,0.6,250.86,1784.76
"1652",16821.95,0.61,0.6,255.05,1786.98
"1653",16211.37,0.62,0.62,229.93,1770.27
"1654",16383.46,0.62,0.61,235.58,1773.61
"1655",17646.15,0.59,0.58,291.65,1811.18
"1656",17733.17,0.58,0.58,293.52,1811.67
"1657",15992.9,0.63,0.62,220.23,1763.4
"1658",16258.2,0.62,0.61,230.01,1769.73
"1659",17270.65,0.6,0.59,274.98,1800.29
"1660",17440.93,0.59,0.59,280.54,1803.26
"1661",16681.45,0.61,0.6,248.81,1782.73
"1662",16888.38,0.6,0.6,256,1786.97
"1663",18160.11,0.57,0.57,312.48,1823.71
"1664",18272.29,0.57,0.57,315.46,1824.82
"1665",14127,0.67,0.66,143.37,1706.63
"1666",14227.63,0.67,0.66,145.84,1708.22
"1667",14222.9,0.67,0.66,145.63,1708.05
"1668",14313.48,0.66,0.66,147.65,1709.26
"1669",14145.91,0.67,0.66,142.21,1705.31
"1670",14244.25,0.67,0.66,144.58,1706.81
"1671",14260.87,0.67,0.66,145.31,1707.4
"1672",14347.23,0.66,0.66,147.15,1708.46
"1673",14600.51,0.66,0.65,162.4,1721.31
"1674",14721.45,0.66,0.65,165.77,1723.49
"1675",14700.26,0.66,0.65,164.83,1722.76
"1676",14810.02,0.65,0.65,167.7,1724.52
"1677",14611.89,0.66,0.65,160.9,1719.71
"1678",14730.76,0.66,0.65,164.18,1721.81
"1679",14727.33,0.66,0.65,164.03,1721.69
"1680",14833,0.65,0.65,166.72,1723.3
"1681",14127.48,0.67,0.66,141.39,1704.65
"1682",14228.4,0.67,0.66,143.87,1706.25
"1683",14222.93,0.67,0.66,143.63,1706.05
"1684",14313.6,0.66,0.66,145.66,1707.27
"1685",14147.13,0.67,0.66,140.26,1703.35
"1686",14244.89,0.67,0.66,142.6,1704.83
"1687",14267.7,0.67,0.66,143.62,1705.64
"1688",14352.27,0.66,0.66,145.37,1706.63
"1689",14606.07,0.66,0.65,160.64,1719.5
"1690",14728.18,0.66,0.65,164.07,1721.72
"1691",14703.52,0.66,0.65,162.97,1720.87
"1692",14814.27,0.65,0.65,165.89,1722.67
"1693",14613.11,0.66,0.65,158.96,1717.75
"1694",14733.02,0.66,0.65,162.28,1719.88
"1695",14727.48,0.66,0.65,162.04,1719.69
"1696",14833.01,0.65,0.65,164.72,1721.31
"1697",17479.29,0.59,0.58,290.24,1812.37
"1698",17584.42,0.59,0.58,292.91,1813.41
"1699",17848.14,0.58,0.58,304.62,1820.94
"1700",17933.3,0.58,0.57,306.4,1821.35
"1701",17647.71,0.59,0.58,295.72,1815.22
"1702",17745.84,0.58,0.58,298.08,1816.03
"1703",18145.43,0.58,0.57,315.82,1827.3
"1704",18218.78,0.57,0.57,317.08,1827.34
"1705",18130.89,0.58,0.57,317.18,1828.89
"1706",18260.69,0.57,0.57,320.94,1830.5
"1707",18519.11,0.57,0.56,332.42,1837.61
"1708",18626.39,0.56,0.56,335.18,1838.53
"1709",18276.46,0.57,0.57,321.64,1830.94
"1710",18398.6,0.57,0.56,325.07,1832.31
"1711",18788.1,0.56,0.55,342.36,1842.91
"1712",18882.27,0.56,0.55,344.55,1843.44
"1713",17480.01,0.59,0.58,288.27,1810.39
"1714",17585.48,0.59,0.58,290.96,1811.44
"1715",17848.2,0.58,0.58,302.62,1818.94
"1716",17933.31,0.58,0.58,304.4,1819.35
"1717",17669.83,0.59,0.58,294.7,1813.86
"1718",17765.15,0.58,0.58,296.94,1814.58
"1719",18212.83,0.57,0.57,316.82,1827.17
"1720",18280.61,0.57,0.57,317.83,1827.05
"1721",18138.74,0.58,0.57,315.53,1827.11
"1722",18269.98,0.57,0.57,319.36,1828.76
"1723",18522.05,0.57,0.56,330.55,1835.69
"1724",18630.28,0.56,0.56,333.36,1836.64
"1725",18281.44,0.57,0.57,319.86,1829.08
"1726",18401.97,0.57,0.56,323.22,1830.4
"1727",18821.12,0.56,0.55,341.83,1841.8
"1728",18910.43,0.56,0.55,343.8,1842.19
"1729",14196.93,0.67,0.66,144.47,1707.13
"1730",14291.55,0.67,0.66,146.68,1708.49
"1731",14254.86,0.67,0.66,145.05,1707.19
"1732",14343.13,0.66,0.66,146.97,1708.31
"1733",14209.51,0.67,0.66,143.03,1705.58
"1734",14302.55,0.67,0.66,145.16,1706.88
"1735",14283.15,0.67,0.66,144.3,1706.19
"1736",14368.13,0.66,0.66,146.08,1707.19
"1737",14689.92,0.66,0.65,164.37,1722.4
"1738",14803.81,0.65,0.65,167.43,1724.31
"1739",14745.66,0.65,0.65,164.84,1722.32
"1740",14852.69,0.65,0.65,167.6,1723.98
"1741",14695.85,0.66,0.65,162.63,1720.6
"1742",14808.47,0.65,0.65,165.63,1722.47
"1743",14762.93,0.65,0.65,163.61,1720.91
"1744",14866.97,0.65,0.65,166.23,1722.46
"1745",14215.29,0.67,0.66,143.29,1705.78
"1746",14310.23,0.66,0.66,145.51,1707.15
"1747",14262.85,0.67,0.66,143.4,1705.47
"1748",14351.84,0.66,0.66,145.35,1706.62
"1749",14218.29,0.67,0.66,141.42,1703.89
"1750",14312.34,0.66,0.66,143.6,1705.22
"1751",14283.15,0.67,0.66,142.3,1704.19
"1752",14368.23,0.66,0.66,144.08,1705.2
"1753",14733.77,0.66,0.65,164.32,1721.91
"1754",14848.84,0.65,0.65,167.43,1723.85
"1755",14773.03,0.65,0.65,164.06,1721.26
"1756",14882.02,0.65,0.65,166.9,1722.97
"1757",14734.48,0.66,0.65,162.35,1719.93
"1758",14850.3,0.65,0.65,165.49,1721.89
"1759",14775.43,0.65,0.65,162.16,1719.34
"1760",14882.96,0.65,0.65,164.94,1721.01
"1761",18043.5,0.58,0.57,313.3,1826.45
"1762",18131.29,0.58,0.57,315.2,1826.9
"1763",18216.47,0.57,0.57,318.98,1829.27
"1764",18293.57,0.57,0.57,320.4,1829.41
"1765",18175.46,0.57,0.57,317.16,1828.13
"1766",18258.07,0.57,0.57,318.83,1828.43
"1767",18439.02,0.57,0.56,326.86,1833.42
"1768",18507.02,0.57,0.56,327.88,1833.28
"1769",18783.9,0.56,0.55,344.18,1844.79
"1770",18894.49,0.56,0.55,347.09,1845.76
"1771",18957.24,0.56,0.55,349.88,1847.44
"1772",19055.79,0.55,0.55,352.25,1848.07
"1773",18891.89,0.56,0.55,346.97,1845.7
"1774",18996.85,0.56,0.55,349.64,1846.5
"1775",19147.64,0.55,0.55,356.33,1850.5
"1776",19236.18,0.55,0.55,358.26,1850.83
"1777",18172.64,0.57,0.57,317.03,1828.05
"1778",18261.13,0.57,0.57,318.96,1828.51
"1779",18297.86,0.57,0.57,320.59,1829.53
"1780",18376.9,0.57,0.57,322.1,1829.71
"1781",18221.96,0.57,0.57,317.22,1827.43
"1782",18306.66,0.57,0.57,318.98,1827.77
"1783",18440.71,0.57,0.56,324.94,1831.46
"1784",18509.6,0.57,0.56,326,1831.35
"1785",18995.71,0.56,0.55,351.58,1848.47
"1786",19108.78,0.55,0.55,354.61,1849.47
"1787",19107.42,0.55,0.55,354.55,1849.44
"1788",19210.21,0.55,0.55,357.11,1850.15
"1789",19011.76,0.55,0.55,350.3,1846.9
"1790",19122.07,0.55,0.55,353.2,1847.82
"1791",19180.25,0.55,0.55,355.78,1849.36
"1792",19273.85,0.55,0.55,357.94,1849.82
"1793",12606.69,0.7,0.7,75.85,1649.02
"1794",12854.5,0.7,0.69,84.86,1656.87
"1795",13227.26,0.69,0.68,101.41,1671.33
"1796",13400.71,0.69,0.68,107.11,1675.92
"1797",12764.66,0.7,0.7,80.87,1653.32
"1798",13033.89,0.69,0.69,90.82,1661.88
"1799",13434.87,0.69,0.68,108.63,1677.21
"1800",13625.76,0.68,0.68,115.11,1682.35
"1801",13031.76,0.69,0.69,92.73,1663.8
"1802",13324.64,0.69,0.68,103.74,1673.04
"1803",13673.25,0.68,0.67,119.22,1686.11
"1804",13884.37,0.67,0.67,126.59,1691.86
"1805",13173.05,0.69,0.69,97,1667.25
"1806",13487.06,0.68,0.68,108.95,1677.17
"1807",13862,0.68,0.67,125.6,1691.05
"1808",14090.63,0.67,0.67,133.75,1697.32
"1809",12758.75,0.7,0.7,80.61,1653.08
"1810",13027.57,0.7,0.69,90.54,1661.63
"1811",13330.65,0.69,0.68,104,1673.27
"1812",13521.6,0.68,0.68,110.48,1678.47
"1813",13089.96,0.69,0.69,93.31,1664.05
"1814",13406.96,0.69,0.68,105.39,1674.16
"1815",13701.7,0.68,0.67,118.48,1685.16
"1816",13933.07,0.67,0.67,126.76,1691.63
"1817",13156.04,0.69,0.69,96.25,1666.6
"1818",13468.08,0.68,0.68,108.11,1676.46
"1819",13752.65,0.68,0.67,120.74,1687.04
"1820",13979.7,0.67,0.67,128.83,1693.33
"1821",13447.29,0.69,0.68,107.18,1675.68
"1822",13805.65,0.68,0.67,121.1,1686.99
"1823",14080.83,0.67,0.67,133.32,1696.97
"1824",14347.23,0.66,0.66,143.15,1704.46
"1825",15270.8,0.64,0.64,192.16,1744.02
"1826",15475.24,0.64,0.63,199.24,1748.75
"1827",16591.6,0.61,0.61,248.82,1784
"1828",16695.69,0.61,0.6,251.44,1785.16
"1829",15706.84,0.63,0.63,209.53,1756.27
"1830",15941.14,0.63,0.62,217.93,1761.76
"1831",17214.57,0.6,0.59,274.49,1800.65
"1832",17337.69,0.59,0.59,277.95,1802.26
"1833",15826.96,0.63,0.62,214.86,1760.12
"1834",16077.32,0.62,0.62,223.98,1766.07
"1835",17205.34,0.6,0.59,274.08,1800.38
"1836",17342.47,0.59,0.59,278.17,1802.39
"1837",16239.06,0.62,0.61,231.16,1771.13
"1838",16520.45,0.61,0.61,241.66,1777.82
"1839",17802.22,0.58,0.58,298.58,1815.63
"1840",17959.87,0.58,0.58,303.58,1818.1
"1841",15457.57,0.64,0.63,198.46,1748.17
"1842",15682.81,0.63,0.63,206.46,1753.49
"1843",16704.32,0.61,0.6,251.83,1785.42
"1844",16822.45,0.61,0.6,255.07,1786.99
"1845",16232.82,0.62,0.61,230.89,1770.94
"1846",16522.86,0.61,0.61,241.77,1777.9
"1847",17658.05,0.59,0.58,292.18,1811.52
"1848",17821.96,0.58,0.58,297.46,1814.19
"1849",15979.3,0.63,0.62,219.63,1762.97
"1850",16249.01,0.62,0.62,229.61,1769.44
"1851",17289.01,0.6,0.59,275.79,1800.83
"1852",17439.24,0.59,0.59,280.46,1803.21
"1853",16694.79,0.61,0.6,249.4,1783.14
"1854",17029.4,0.6,0.6,262.26,1791.18
"1855",18176.57,0.57,0.57,313.21,1824.16
"1856",18373.96,0.57,0.57,319.97,1827.63
"1857",12616.9,0.7,0.7,74.31,1647.43
"1858",12862.16,0.7,0.69,83.2,1655.17
"1859",13275.97,0.69,0.68,101.58,1671.19
"1860",13441.77,0.69,0.68,106.94,1675.47
"1861",12776.49,0.7,0.7,79.39,1651.79
"1862",13042.93,0.69,0.69,89.23,1660.23
"1863",13489.94,0.68,0.68,109.08,1677.28
"1864",13672.53,0.68,0.68,115.19,1682.08
"1865",13037.31,0.69,0.69,90.98,1662.01
"1866",13328.03,0.69,0.68,101.89,1671.17
"1867",13711.36,0.68,0.67,118.91,1685.52
"1868",13914.66,0.67,0.67,125.94,1690.97
"1869",13179.81,0.69,0.69,95.3,1665.51
"1870",13491.4,0.68,0.68,107.14,1675.34
"1871",13905.71,0.67,0.67,125.54,1690.64
"1872",14125.85,0.67,0.67,133.32,1696.59
"1873",12800.94,0.7,0.7,80.48,1652.75
"1874",13066.63,0.69,0.69,90.28,1661.15
"1875",13425.1,0.69,0.68,106.2,1674.84
"1876",13608.22,0.68,0.68,112.33,1679.7
"1877",13166.65,0.69,0.69,94.72,1665.01
"1878",13481.78,0.68,0.68,106.71,1674.97
"1879",13852.48,0.68,0.67,123.18,1688.7
"1880",14076.05,0.67,0.67,131.11,1694.8
"1881",13184.75,0.69,0.69,95.52,1665.7
"1882",13493.38,0.68,0.68,107.23,1675.41
"1883",13826.75,0.68,0.67,122.03,1687.76
"1884",14045.46,0.67,0.67,129.75,1693.7
"1885",13504.17,0.68,0.68,107.71,1675.81
"1886",13859.75,0.68,0.67,121.5,1686.97
"1887",14203.64,0.67,0.66,136.77,1699.37
"1888",14461.26,0.66,0.66,146.21,1706.46
"1889",15316.48,0.64,0.64,192.19,1743.53
"1890",15525.38,0.64,0.63,199.47,1748.39
"1891",16598.55,0.61,0.61,247.13,1782.21
"1892",16704.72,0.61,0.6,249.84,1783.44
"1893",15755.63,0.63,0.63,209.7,1755.84
"1894",15994.99,0.63,0.62,218.32,1761.47
"1895",17221.32,0.6,0.59,272.79,1798.85
"1896",17346.68,0.59,0.59,276.35,1800.52
"1897",15891.21,0.63,0.62,215.72,1760.17
"1898",16148.34,0.62,0.62,225.14,1766.3
"1899",17220.29,0.6,0.59,272.74,1798.82
"1900",17361.19,0.59,0.59,277,1800.94
"1901",16306.45,0.62,0.61,232.16,1771.23
"1902",16595.33,0.61,0.61,242.99,1778.11
"1903",17816.68,0.58,0.58,297.22,1814.04
"1904",17978.31,0.58,0.58,302.4,1816.61
"1905",15469.44,0.64,0.63,196.99,1746.56
"1906",15695.76,0.63,0.63,205.04,1751.91
"1907",16704.32,0.61,0.6,249.83,1783.42
"1908",16822.54,0.61,0.6,253.08,1784.99
"1909",16233.71,0.62,0.62,228.93,1768.96
"1910",16523.87,0.61,0.61,239.81,1775.93
"1911",17667.13,0.59,0.58,290.58,1809.78
"1912",17829.86,0.58,0.58,295.81,1812.42
"1913",16004.74,0.63,0.62,218.76,1761.78
"1914",16276.88,0.62,0.62,228.84,1768.31
"1915",17291.76,0.6,0.59,273.91,1798.91
"1916",17443.13,0.59,0.59,278.64,1801.32
"1917",16701.26,0.61,0.61,247.69,1781.33
"1918",17036.64,0.6,0.6,260.58,1789.39
"1919",18178.52,0.57,0.57,311.29,1822.22
"1920",18375.21,0.57,0.57,318.03,1825.66
"1921",14127.14,0.67,0.66,141.37,1704.63
"1922",14257.09,0.67,0.66,145.15,1707.27
"1923",14222.97,0.67,0.66,143.63,1706.06
"1924",14339.12,0.66,0.66,146.79,1708.17
"1925",14147.67,0.67,0.66,140.29,1703.37
"1926",14286.54,0.67,0.66,144.45,1706.31
"1927",14263.48,0.67,0.66,143.43,1705.49
"1928",14389.5,0.66,0.66,147.03,1707.94
"1929",14601.38,0.66,0.65,160.44,1719.34
"1930",14764.49,0.65,0.65,165.68,1722.96
"1931",14700.94,0.66,0.65,162.86,1720.78
"1932",14848.38,0.65,0.65,167.4,1723.83
"1933",14614.73,0.66,0.65,159.03,1717.8
"1934",14785.84,0.65,0.65,164.63,1721.69
"1935",14731.23,0.66,0.65,162.2,1719.82
"1936",14888.04,0.65,0.65,167.17,1723.18
"1937",14127.53,0.67,0.66,139.39,1702.65
"1938",14257.3,0.67,0.66,143.16,1705.27
"1939",14222.98,0.67,0.66,141.63,1704.06
"1940",14339.93,0.66,0.66,144.82,1706.2
"1941",14150.44,0.67,0.66,138.41,1701.47
"1942",14298.37,0.67,0.66,142.98,1704.73
"1943",14275.02,0.67,0.66,141.94,1703.9
"1944",14414.82,0.66,0.66,146.15,1706.83
"1945",14606.25,0.66,0.65,158.65,1717.51
"1946",14765.59,0.65,0.65,163.73,1721
"1947",14703.7,0.66,0.65,160.98,1718.87
"1948",14848.75,0.65,0.65,165.42,1721.84
"1949",14615.04,0.66,0.65,157.04,1715.81
"1950",14787.57,0.65,0.65,162.7,1719.75
"1951",14732.57,0.66,0.65,160.26,1717.87
"1952",14896.38,0.65,0.65,165.54,1721.46
"1953",17509.02,0.59,0.58,289.56,1811.23
"1954",17585.33,0.59,0.58,290.95,1811.43
"1955",17883.99,0.58,0.58,304.21,1819.95
"1956",17937.49,0.58,0.58,304.59,1819.46
"1957",17656.18,0.59,0.58,294.1,1813.47
"1958",17748.95,0.58,0.58,296.22,1814.12
"1959",18152.23,0.58,0.57,314.13,1825.49
"1960",18220.8,0.57,0.57,315.17,1825.39
"1961",18155.48,0.57,0.57,316.27,1827.58
"1962",18260.72,0.57,0.57,318.94,1828.5
"1963",18549.36,0.57,0.56,331.76,1836.44
"1964",18627.23,0.56,0.56,333.22,1836.56
"1965",18283.22,0.57,0.57,319.94,1829.12
"1966",18405.92,0.57,0.56,323.39,1830.51
"1967",18793.33,0.56,0.56,340.6,1841.05
"1968",18887.88,0.56,0.55,342.8,1841.59
"1969",17513.57,0.59,0.58,287.76,1809.36
"1970",17587.03,0.59,0.58,289.03,1809.48
"1971",17885.28,0.58,0.58,302.27,1817.99
"1972",17937.7,0.58,0.58,302.6,1817.47
"1973",17671.76,0.59,0.58,292.79,1811.91
"1974",17778.29,0.58,0.58,295.52,1812.95
"1975",18212.89,0.57,0.57,314.82,1825.17
"1976",18302.19,0.57,0.57,316.79,1825.65
"1977",18171.69,0.57,0.57,314.99,1826.03
"1978",18270.3,0.57,0.57,317.37,1826.77
"1979",18558.54,0.57,0.56,330.17,1834.69
"1980",18632.32,0.56,0.56,331.45,1834.69
"1981",18285.26,0.57,0.57,318.03,1827.18
"1982",18415.11,0.57,0.57,321.8,1828.76
"1983",18821.21,0.56,0.56,339.84,1839.8
"1984",18931.95,0.56,0.55,342.75,1840.77
"1985",14197.9,0.67,0.66,142.52,1705.16
"1986",14326.78,0.66,0.66,146.24,1707.73
"1987",14255.37,0.67,0.66,143.07,1705.21
"1988",14373.43,0.66,0.66,146.31,1707.38
"1989",14212.58,0.67,0.66,141.17,1703.69
"1990",14349.15,0.66,0.66,145.23,1706.52
"1991",14286.53,0.67,0.66,142.45,1704.31
"1992",14413.15,0.66,0.66,146.08,1706.78
"1993",14692.59,0.66,0.65,162.49,1720.49
"1994",14855.11,0.65,0.65,167.7,1724.06
"1995",14747.55,0.65,0.65,162.93,1720.38
"1996",14898.14,0.65,0.65,167.61,1723.52
"1997",14700.61,0.66,0.65,160.84,1718.77
"1998",14869.56,0.65,0.65,166.35,1722.55
"1999",14768.04,0.65,0.65,161.84,1719.08
"2000",14926.24,0.65,0.65,166.86,1722.48
"2001",14215.29,0.67,0.66,141.29,1703.78
"2002",14335.76,0.66,0.66,144.64,1706.05
"2003",14262.87,0.67,0.66,141.4,1703.47
"2004",14376.42,0.66,0.66,144.45,1705.48
"2005",14218.83,0.67,0.66,139.45,1701.91
"2006",14349.37,0.66,0.66,143.24,1704.53
"2007",14287.19,0.67,0.66,140.48,1702.33
"2008",14420.65,0.66,0.66,144.41,1705.04
"2009",14733.83,0.66,0.65,162.32,1719.91
"2010",14881.94,0.65,0.65,166.9,1722.97
"2011",14773.11,0.65,0.65,162.06,1719.26
"2012",14914.09,0.65,0.65,166.32,1722.06
"2013",14734.48,0.66,0.65,160.35,1717.93
"2014",14883.14,0.65,0.65,164.95,1721.01
"2015",14776.33,0.65,0.65,160.21,1717.37
"2016",14927,0.65,0.65,164.9,1720.5
"2017",18062,0.58,0.57,312.12,1824.96
"2018",18131.31,0.58,0.57,313.2,1824.9
"2019",18240.19,0.57,0.57,318.03,1827.93
"2020",18294.62,0.57,0.57,318.45,1827.44
"2021",18179.74,0.57,0.57,315.35,1826.25
"2022",18263.29,0.57,0.57,317.06,1826.57
"2023",18443.11,0.57,0.56,325.04,1831.53
"2024",18510.68,0.57,0.56,326.04,1831.38
"2025",18797.47,0.56,0.55,342.78,1843.16
"2026",18895.84,0.56,0.55,345.15,1843.8
"2027",18975.33,0.56,0.55,348.68,1845.93
"2028",19055.86,0.55,0.55,350.26,1846.07
"2029",18894.67,0.56,0.55,345.1,1843.77
"2030",19007.97,0.56,0.55,348.13,1844.79
"2031",19150.27,0.55,0.55,354.45,1848.57
"2032",19244.96,0.55,0.55,356.65,1849.06
"2033",18222.46,0.57,0.57,317.24,1827.44
"2034",18270.66,0.57,0.57,317.39,1826.78
"2035",18347.63,0.57,0.57,320.8,1828.9
"2036",18388.1,0.57,0.57,320.6,1828.02
"2037",18246.03,0.57,0.57,316.29,1826.09
"2038",18306.98,0.57,0.57,317,1825.78
"2039",18448.27,0.57,0.56,323.27,1829.67
"2040",18511.46,0.57,0.56,324.08,1829.4
"2041",19046.8,0.55,0.55,351.85,1847.83
"2042",19115.3,0.55,0.55,352.9,1847.64
"2043",19158.46,0.55,0.55,354.81,1848.79
"2044",19218.04,0.55,0.55,355.46,1848.36
"2045",19049.31,0.55,0.55,349.96,1845.89
"2046",19123.66,0.55,0.55,351.27,1845.87
"2047",19198.01,0.55,0.55,354.57,1847.83
"2048",19274.03,0.55,0.55,355.94,1847.83
"2049",11349.42,0.73,0.73,24.02,1599.85
"2050",11660.91,0.73,0.72,35.85,1611.56
"2051",11613.01,0.73,0.72,33.72,1609.47
"2052",11878.92,0.72,0.72,43.53,1618.93
"2053",11350.5,0.73,0.73,22.07,1597.9
"2054",11663.57,0.73,0.72,33.97,1609.67
"2055",11613.49,0.73,0.72,31.75,1607.49
"2056",11878.92,0.72,0.72,41.53,1616.93
"2057",11594.73,0.73,0.72,32.91,1608.68
"2058",11939.35,0.72,0.71,46.22,1621.5
"2059",11866.25,0.72,0.72,42.97,1618.39
"2060",12162.62,0.72,0.71,54.13,1628.87
"2061",11601.71,0.73,0.72,31.22,1606.98
"2062",11950.76,0.72,0.72,44.72,1619.98
"2063",11867.07,0.72,0.72,41.01,1616.42
"2064",12165.68,0.72,0.71,52.27,1627
"2065",11895.52,0.72,0.72,46.27,1621.63
"2066",12166.83,0.72,0.71,56.32,1631.05
"2067",12188.12,0.71,0.71,57.26,1631.93
"2068",12413.63,0.71,0.7,65.28,1639.21
"2069",11924.73,0.72,0.72,45.57,1620.88
"2070",12188.02,0.71,0.71,55.26,1629.93
"2071",12244.85,0.71,0.71,57.78,1632.28
"2072",12457.67,0.71,0.7,65.24,1639
"2073",12119.68,0.72,0.71,54.23,1629.08
"2074",12421.45,0.71,0.7,65.63,1639.53
"2075",12419.71,0.71,0.7,65.55,1639.45
"2076",12672.9,0.7,0.7,74.79,1647.67
"2077",12133.57,0.72,0.71,52.84,1627.66
"2078",12429.05,0.71,0.7,63.96,1637.84
"2079",12453.97,0.71,0.7,65.07,1638.85
"2080",12695.86,0.7,0.7,73.81,1646.58
"2081",13093.78,0.69,0.69,99.48,1670.2
"2082",13426.63,0.69,0.68,112.27,1680.9
"2083",13623.16,0.68,0.67,120.99,1688.25
"2084",13890.23,0.67,0.67,130.85,1696.08
"2085",13101,0.69,0.69,97.8,1668.48
"2086",13431.04,0.69,0.68,110.46,1679.07
"2087",13653.96,0.68,0.67,120.36,1687.4
"2088",13913.73,0.67,0.67,129.9,1694.93
"2089",13374.44,0.69,0.68,109.95,1678.93
"2090",13744.19,0.68,0.67,124.37,1690.73
"2091",13919.29,0.67,0.67,132.14,1697.13
"2092",14219.38,0.67,0.66,143.47,1705.93
"2093",13375.49,0.69,0.68,107.99,1676.97
"2094",13744.27,0.68,0.67,122.37,1688.73
"2095",13934.37,0.67,0.67,130.81,1695.68
"2096",14228.61,0.67,0.66,141.88,1704.26
"2097",13826.89,0.68,0.67,130.04,1695.76
"2098",14112.63,0.67,0.66,140.73,1704.11
"2099",14423.24,0.66,0.66,154.52,1715.13
"2100",14642.62,0.66,0.65,162.27,1720.77
"2101",13939.41,0.67,0.67,133.04,1697.86
"2102",14208.75,0.67,0.66,143,1705.55
"2103",14625.8,0.66,0.65,161.52,1720.19
"2104",14820.71,0.65,0.65,168.18,1724.89
"2105",14083.18,0.67,0.66,139.42,1703.06
"2106",14402.5,0.66,0.66,151.6,1712.4
"2107",14694.11,0.66,0.65,164.55,1722.54
"2108",14942.98,0.65,0.65,173.61,1729.04
"2109",14161.94,0.67,0.66,140.92,1703.88
"2110",14464.93,0.66,0.66,152.38,1712.59
"2111",14850.22,0.65,0.65,169.49,1725.89
"2112",15073.89,0.65,0.64,177.42,1731.46
"2113",11351.11,0.73,0.73,22.09,1597.93
"2114",11662.8,0.73,0.72,33.94,1609.64
"2115",11613.44,0.73,0.72,31.74,1607.49
"2116",11879.1,0.72,0.72,41.54,1616.94
"2117",11352.19,0.73,0.73,20.14,1595.98
"2118",11665.45,0.73,0.72,32.05,1607.75
"2119",11613.93,0.73,0.72,29.77,1605.51
"2120",11879.1,0.72,0.72,39.54,1614.94
"2121",11599.36,0.73,0.72,31.12,1606.88
"2122",11944.58,0.72,0.72,44.45,1619.72
"2123",11866.29,0.72,0.72,40.97,1616.39
"2124",12162.86,0.72,0.71,52.14,1626.88
"2125",11606.4,0.73,0.72,29.43,1605.18
"2126",11956.07,0.72,0.72,42.96,1618.2
"2127",11867.11,0.72,0.72,39.01,1614.42
"2128",12165.95,0.72,0.71,50.28,1625.01
"2129",11920.4,0.72,0.72,45.38,1620.69
"2130",12188.81,0.71,0.71,55.3,1629.96
"2131",12242.25,0.71,0.71,57.67,1632.17
"2132",12461.25,0.71,0.7,65.39,1639.14
"2133",11953.93,0.72,0.72,44.86,1620.11
"2134",12213.5,0.71,0.71,54.39,1628.98
"2135",12310.2,0.71,0.71,58.69,1632.97
"2136",12514.8,0.71,0.7,65.77,1639.31
"2137",12135.95,0.72,0.71,52.95,1627.76
"2138",12434.78,0.71,0.7,64.22,1638.07
"2139",12460.82,0.71,0.7,65.38,1639.13
"2140",12707.35,0.7,0.7,74.32,1647.04
"2141",12152.54,0.72,0.71,51.68,1626.45
"2142",12444.22,0.71,0.7,62.64,1636.45
"2143",12503.41,0.71,0.7,65.27,1638.85
"2144",12736.75,0.7,0.7,73.63,1646.21
"2145",13192.26,0.69,0.68,101.86,1671.99
"2146",13527.74,0.68,0.68,114.76,1682.7
"2147",13684.7,0.68,0.67,121.73,1688.53
"2148",13955.72,0.67,0.67,131.76,1696.46
"2149",13200.56,0.69,0.69,100.23,1670.31
"2150",13533,0.68,0.68,112.99,1680.89
"2151",13716.23,0.68,0.67,121.13,1687.7
"2152",13979.82,0.67,0.67,130.83,1695.33
"2153",13494.59,0.68,0.68,113.28,1681.45
"2154",13868.91,0.68,0.67,127.91,1693.3
"2155",13998.12,0.67,0.67,133.65,1697.99
"2156",14304.03,0.67,0.66,145.23,1706.93
"2157",13495.97,0.68,0.68,111.35,1679.51
"2158",13869.1,0.68,0.67,125.92,1691.31
"2159",14013.37,0.67,0.67,132.32,1696.54
"2160",14313.34,0.66,0.66,143.64,1705.26
"2161",13837.45,0.68,0.67,128.51,1694.15
"2162",14125.57,0.67,0.66,139.31,1702.58
"2163",14423.62,0.66,0.66,152.54,1713.14
"2164",14643.75,0.66,0.65,160.32,1718.81
"2165",13946.62,0.67,0.67,131.36,1696.13
"2166",14218.15,0.67,0.66,141.42,1703.88
"2167",14625.95,0.66,0.65,159.53,1718.19
"2168",14820.72,0.65,0.65,166.18,1722.89
"2169",14102.37,0.67,0.66,138.27,1701.75
"2170",14425.75,0.66,0.66,150.64,1711.22
"2171",14697.14,0.66,0.65,162.69,1720.65
"2172",14948.2,0.65,0.65,171.84,1727.22
"2173",14176.67,0.67,0.66,139.57,1702.41
"2174",14483.67,0.66,0.66,151.21,1711.25
"2175",14850.8,0.65,0.65,167.51,1723.91
"2176",15075.75,0.65,0.64,175.5,1729.52
"2177",12607.94,0.7,0.7,77.91,1651.07
"2178",12794.48,0.7,0.69,84.19,1656.5
"2179",12612.5,0.7,0.7,76.11,1649.25
"2180",12796.83,0.7,0.69,82.3,1654.59
"2181",12683.69,0.7,0.7,79.27,1652.1
"2182",12872.52,0.7,0.69,85.66,1657.57
"2183",12683.77,0.7,0.7,77.28,1650.1
"2184",12872.66,0.7,0.69,83.66,1655.58
"2185",12872.49,0.7,0.69,87.66,1659.57
