"","V1","V2","V3","V4","V5"
"1",11078.78,0.74,0.73,14,1589.64
"2",11322,0.73,0.73,22.8,1598.63
"3",11336.28,0.73,0.73,23.44,1599.27
"4",11539.37,0.73,0.72,30.45,1606.25
"5",11081.3,0.74,0.73,12.11,1587.76
"6",11326.7,0.73,0.73,21.01,1596.84
"7",11336.29,0.73,0.73,21.44,1597.27
"8",11539.67,0.73,0.72,28.47,1604.27
"9",11297.75,0.74,0.73,21.72,1597.55
"10",11565.29,0.73,0.72,31.61,1607.39
"11",11562.36,0.73,0.72,31.48,1607.26
"12",11787.51,0.72,0.72,39.47,1615.02
"13",11307.53,0.74,0.73,20.16,1595.98
"14",11579.93,0.73,0.72,30.26,1606.03
"15",11564.38,0.73,0.72,29.57,1605.35
"16",11792.38,0.72,0.72,37.69,1613.23
"17",11565.94,0.73,0.72,33.63,1609.42
"18",11770.58,0.72,0.72,40.72,1616.29
"19",11849.77,0.72,0.72,44.24,1619.68
"20",12014.86,0.72,0.71,49.57,1624.69
"21",11585.26,0.73,0.72,32.49,1608.26
"22",11783.65,0.72,0.72,39.3,1614.85
"23",11891.59,0.72,0.72,44.1,1619.47
"24",12046.51,0.72,0.71,48.98,1624.02
"25",11763.77,0.72,0.72,40.42,1616
"26",11990.55,0.72,0.71,48.49,1623.66
"27",12054.12,0.72,0.71,51.31,1626.34
"28",12239.02,0.71,0.71,57.53,1632.04
"29",11771.51,0.72,0.72,38.76,1614.33
"30",11994.01,0.72,0.71,46.64,1621.81
"31",12077.66,0.72,0.71,50.36,1625.32
"32",12254.01,0.71,0.71,56.19,1630.66
"33",12950.11,0.7,0.69,95.1,1666.62
"34",13230.34,0.69,0.68,105.55,1675.45
"35",13482.24,0.68,0.68,116.74,1684.99
"36",13702.84,0.68,0.67,124.53,1691.2
"37",12955.87,0.7,0.69,93.36,1664.84
"38",13233.65,0.69,0.68,103.7,1673.57
"39",13510.01,0.68,0.68,115.97,1684.03
"40",13723.97,0.68,0.67,123.47,1689.98
"41",13211.06,0.69,0.68,104.69,1674.71
"42",13520.3,0.68,0.68,116.43,1684.42
"43",13758.32,0.68,0.67,127,1693.25
"44",14004.58,0.67,0.67,135.93,1700.23
"45",13211.67,0.69,0.68,102.72,1672.73
"46",13520.3,0.68,0.68,114.43,1682.42
"47",13771.6,0.68,0.67,125.59,1691.74
"48",14012.7,0.67,0.67,134.29,1698.52
"49",13638.1,0.68,0.67,123.66,1690.81
"50",13870.94,0.68,0.67,132,1697.37
"51",14235.55,0.67,0.66,148.19,1710.5
"52",14409.14,0.66,0.66,153.9,1714.64
"53",13738.04,0.68,0.67,126.1,1692.5
"54",13955.67,0.67,0.67,133.76,1698.45
"55",14420.98,0.66,0.66,154.42,1715.05
"56",14572.32,0.66,0.65,159.15,1718.33
"57",13873.84,0.68,0.67,132.13,1697.48
"58",14132.79,0.67,0.66,141.63,1704.84
"59",14485.34,0.66,0.65,157.28,1717.3
"60",14681.5,0.66,0.65,163.99,1722.11
"61",13942.86,0.67,0.67,133.19,1697.99
"62",14187.08,0.67,0.66,142.04,1704.78
"63",14627.45,0.66,0.65,161.59,1720.24
"64",14801.09,0.65,0.65,167.3,1724.22
"65",11078.85,0.74,0.73,12,1587.65
"66",11322.04,0.73,0.73,20.8,1596.63
"67",11339.17,0.73,0.73,21.56,1597.4
"68",11541.92,0.73,0.72,28.57,1604.37
"69",11081.36,0.74,0.73,10.11,1585.76
"70",11326.74,0.73,0.73,19.01,1594.84
"71",11339.19,0.73,0.73,19.56,1595.4
"72",11542.2,0.73,0.72,26.58,1602.38
"73",11298.76,0.74,0.73,19.77,1595.59
"74",11566.26,0.73,0.72,29.65,1605.43
"75",11563.28,0.73,0.72,29.52,1605.3
"76",11788.18,0.72,0.72,37.5,1613.05
"77",11308.58,0.74,0.73,18.2,1594.03
"78",11580.95,0.73,0.72,28.3,1604.07
"79",11565.25,0.73,0.72,27.6,1603.39
"80",11792.97,0.72,0.72,35.72,1611.25
"81",11599.71,0.73,0.72,33.13,1608.89
"82",11802.24,0.72,0.72,40.13,1615.65
"83",11916.38,0.72,0.72,45.2,1620.52
"84",12076.3,0.72,0.71,50.3,1625.27
"85",11623.28,0.73,0.72,32.18,1607.92
"86",11818.74,0.72,0.72,38.86,1614.36
"87",11969.2,0.72,0.71,45.54,1620.76
"88",12117.37,0.72,0.71,50.12,1624.98
"89",11788.27,0.72,0.72,39.51,1615.05
"90",12012.69,0.72,0.71,47.47,1622.59
"91",12107.53,0.72,0.71,51.69,1626.57
"92",12286.94,0.71,0.71,57.65,1632.02
"93",11798.58,0.72,0.72,37.97,1613.49
"94",12017.85,0.72,0.71,45.7,1620.81
"95",12139.19,0.72,0.71,51.09,1625.89
"96",12308.28,0.71,0.71,56.6,1630.89
"97",13038.4,0.69,0.69,97.03,1668.05
"98",13319.31,0.69,0.68,107.5,1676.84
"99",13535.76,0.68,0.68,117.11,1685
"100",13758.54,0.68,0.67,125.01,1691.26
"101",13045.03,0.69,0.69,95.32,1666.31
"102",13323.28,0.69,0.68,105.68,1674.99
"103",13564.1,0.68,0.68,116.37,1684.05
"104",13780.14,0.68,0.67,123.97,1690.05
"105",13318.38,0.69,0.68,107.46,1676.8
"106",13629.5,0.68,0.68,119.28,1686.49
"107",13826.81,0.68,0.67,128.04,1693.76
"108",14076.44,0.67,0.67,137.12,1700.81
"109",13319.2,0.69,0.68,105.5,1674.84
"110",13629.54,0.68,0.68,117.28,1684.49
"111",13840.18,0.68,0.67,126.63,1692.25
"112",14084.6,0.67,0.67,135.49,1699.11
"113",13646.34,0.68,0.67,122.02,1689.11
"114",13880.76,0.68,0.67,130.43,1695.73
"115",14235.61,0.67,0.66,146.19,1708.5
"116",14409.49,0.66,0.66,151.91,1712.65
"117",13743.45,0.68,0.67,124.34,1690.7
"118",13962.56,0.67,0.67,132.07,1696.7
"119",14421.53,0.66,0.66,152.45,1713.07
"120",14572.44,0.66,0.65,157.15,1716.34
"121",13889.3,0.67,0.67,130.81,1696.04
"122",14151.02,0.67,0.66,140.44,1703.49
"123",14487,0.66,0.66,155.36,1715.36
"124",14684.46,0.66,0.65,162.12,1720.21
"125",13954.52,0.67,0.67,131.71,1696.41
"126",14201.54,0.67,0.66,140.68,1703.29
"127",14627.57,0.66,0.65,159.6,1718.25
"128",14801.77,0.65,0.65,165.33,1722.24
"129",12311.2,0.71,0.7,66.73,1641.01
"130",12445.15,0.71,0.7,70.68,1644.49
"131",12315.55,0.71,0.71,64.92,1639.19
"132",12447.64,0.71,0.7,68.79,1642.59
"133",12395.92,0.71,0.7,68.49,1642.48
"134",12532.65,0.71,0.7,72.56,1646.04
"135",12395.94,0.71,0.7,66.49,1640.49
"136",12532.84,0.71,0.7,70.57,1644.04
"137",12546.91,0.71,0.7,75.2,1648.61
"138",12699.03,0.7,0.7,79.95,1652.71
"139",12551.88,0.71,0.7,73.42,1646.81
"140",12701.89,0.7,0.7,78.08,1650.82
"141",12666.6,0.7,0.7,78.51,1651.41
"142",12823.72,0.7,0.69,83.49,1655.65
"143",12666.61,0.7,0.7,76.51,1649.42
"144",12824.26,0.7,0.69,81.52,1653.67
"145",12472.2,0.71,0.7,71.88,1645.59
"146",12598.16,0.71,0.7,75.47,1648.67
"147",12490.76,0.71,0.7,70.7,1644.34
"148",12612.26,0.7,0.7,74.1,1647.24
"149",12498.66,0.71,0.7,71.06,1644.66
"150",12627.47,0.7,0.7,74.78,1647.85
"151",12507.19,0.71,0.7,69.43,1643.01
"152",12632.54,0.7,0.7,73,1646.05
"153",12693.09,0.7,0.7,79.69,1652.47
"154",12836.52,0.7,0.69,84.06,1656.16
"155",12711.96,0.7,0.7,78.53,1651.22
"156",12850.63,0.7,0.69,82.69,1654.71
"157",12744.14,0.7,0.7,79.96,1652.5
"158",12893.03,0.7,0.69,84.57,1656.38
"159",12749.56,0.7,0.7,78.2,1650.72
"160",12895.53,0.7,0.69,82.68,1654.48
"161",14651.92,0.66,0.65,168.68,1727.09
"162",14798.37,0.65,0.65,173.18,1730.12
"163",14709.31,0.66,0.65,169.23,1727.07
"164",14848.22,0.65,0.65,173.4,1729.82
"165",14688.33,0.66,0.65,168.3,1726.35
"166",14836.59,0.65,0.65,172.88,1729.43
"167",14729.17,0.66,0.65,168.11,1725.75
"168",14870.5,0.65,0.65,172.39,1728.58
"169",14940.49,0.65,0.64,179.5,1734.96
"170",15108.16,0.65,0.64,184.94,1738.61
"171",15001.31,0.65,0.64,180.2,1735.01
"172",15160.77,0.65,0.64,185.28,1738.36
"173",15002.83,0.65,0.64,180.26,1735.07
"174",15174.14,0.64,0.64,185.87,1738.81
"175",15041.19,0.65,0.64,179.97,1734.36
"176",15205.22,0.64,0.64,185.25,1737.85
"177",14893.89,0.65,0.64,177.43,1733.38
"178",15030.31,0.65,0.64,181.48,1735.99
"179",15004.43,0.65,0.64,180.33,1735.12
"180",15129.41,0.65,0.64,183.89,1737.32
"181",14894.28,0.65,0.64,175.44,1731.39
"182",15031.12,0.65,0.64,179.52,1734.02
"183",15012.08,0.65,0.64,178.67,1733.38
"184",15134.77,0.65,0.64,182.12,1735.5
"185",15163.26,0.65,0.64,187.39,1740.45
"186",15319.92,0.64,0.64,192.35,1743.65
"187",15276.04,0.64,0.64,190.4,1742.2
"188",15420.39,0.64,0.63,194.81,1744.96
"189",15170.85,0.64,0.64,185.73,1738.7
"190",15329.72,0.64,0.64,190.78,1741.97
"191",15276.38,0.64,0.64,188.41,1740.21
"192",15420.39,0.64,0.63,192.81,1742.96
"193",12431.1,0.71,0.7,70.06,1643.92
"194",12555.46,0.71,0.7,73.58,1646.96
"195",12431.95,0.71,0.7,68.09,1641.95
"196",12557.19,0.71,0.7,71.65,1645.02
"197",12530.3,0.71,0.7,72.46,1645.94
"198",12656.96,0.7,0.7,76.09,1649.03
"199",12542.08,0.71,0.7,70.98,1644.42
"200",12671.92,0.7,0.7,74.75,1647.63
"201",12687.54,0.7,0.7,79.44,1652.25
"202",12829.32,0.7,0.69,83.74,1655.87
"203",12688.61,0.7,0.7,77.49,1650.29
"204",12831.43,0.7,0.69,81.83,1653.96
"205",12827.91,0.7,0.69,83.68,1655.82
"206",12974.15,0.7,0.69,88.17,1659.55
"207",12844.27,0.7,0.69,82.4,1654.46
"208",12994.72,0.7,0.69,87.09,1658.36
"209",12516.33,0.71,0.7,71.84,1645.38
"210",12637.82,0.7,0.7,75.24,1648.26
"211",12520.33,0.71,0.7,70.02,1643.54
"212",12640.22,0.7,0.7,73.34,1646.36
"213",12563.01,0.71,0.7,71.91,1645.26
"214",12687.16,0.7,0.7,75.43,1648.24
"215",12563.89,0.71,0.7,69.95,1643.3
"216",12689.52,0.7,0.7,73.53,1646.33
"217",12754.53,0.7,0.7,80.42,1652.92
"218",12892.99,0.7,0.69,84.57,1656.38
"219",12756.96,0.7,0.7,78.53,1651.01
"220",12894.11,0.7,0.69,82.62,1654.42
"221",12841.05,0.7,0.69,82.26,1654.34
"222",12985.12,0.7,0.69,86.66,1657.98
"223",12848.2,0.7,0.69,80.58,1652.62
"224",12996.58,0.7,0.69,85.17,1656.43
"225",15243.29,0.64,0.64,192.94,1745.11
"226",15368.52,0.64,0.63,196.5,1747.25
"227",15245.47,0.64,0.64,191.04,1743.18
"228",15369.7,0.64,0.63,194.56,1745.29
"229",15296.63,0.64,0.64,193.31,1744.88
"230",15423.54,0.64,0.63,196.95,1747.06
"231",15296.73,0.64,0.64,191.32,1742.88
"232",15424.11,0.64,0.63,194.97,1745.08
"233",15593.34,0.63,0.63,206.49,1754.6
"234",15739.09,0.63,0.63,210.96,1757.31
"235",15595.28,0.63,0.63,204.57,1752.66
"236",15740.03,0.63,0.63,209,1755.34
"237",15682.37,0.63,0.63,208.44,1755.48
"238",15831.7,0.63,0.62,213.07,1758.28
"239",15683.3,0.63,0.63,206.48,1753.51
"240",15833.82,0.63,0.62,211.17,1756.34
"241",15290.97,0.64,0.64,193.06,1744.69
"242",15414.03,0.64,0.63,196.52,1746.75
"243",15305.11,0.64,0.64,191.69,1743.16
"244",15424.97,0.64,0.63,195.01,1745.11
"245",15315.54,0.64,0.64,192.15,1743.5
"246",15440.55,0.64,0.63,195.7,1745.62
"247",15318.97,0.64,0.64,190.3,1741.62
"248",15442.13,0.64,0.63,193.77,1743.67
"249",15625.02,0.63,0.63,205.89,1753.63
"250",15768.45,0.63,0.63,210.26,1756.25
"251",15635.71,0.63,0.63,204.37,1751.97
"252",15776.09,0.63,0.63,208.6,1754.5
"253",15686.07,0.63,0.63,206.61,1753.6
"254",15834.27,0.63,0.62,211.19,1756.36
"255",15686.07,0.63,0.63,204.61,1751.6
"256",15834.92,0.63,0.63,209.22,1754.38
"257",11557.94,0.73,0.72,33.28,1609.07
"258",11660.34,0.73,0.72,35.83,1611.53
"259",11748.59,0.72,0.72,39.75,1615.35
"260",11834.86,0.72,0.72,41.58,1617.05
"261",11579.96,0.73,0.72,32.26,1608.03
"262",11672.59,0.73,0.72,34.37,1610.06
"263",11782.5,0.72,0.72,39.25,1614.8
"264",11856.86,0.72,0.72,40.55,1615.99
"265",11855.61,0.72,0.72,44.5,1619.93
"266",11965.97,0.72,0.71,47.4,1622.62
"267",12047.9,0.72,0.71,51.04,1626.08
"268",12141.45,0.72,0.71,53.19,1627.99
"269",11867.05,0.72,0.72,43.01,1618.42
"270",11970.44,0.72,0.71,45.6,1620.81
"271",12068.27,0.72,0.71,49.94,1624.93
"272",12152.35,0.72,0.71,51.68,1626.44
"273",11924.83,0.72,0.71,47.57,1622.88
"274",12018.66,0.72,0.71,49.74,1624.85
"275",12144.37,0.72,0.71,55.32,1630.11
"276",12221.35,0.71,0.71,56.74,1631.31
"277",12014.73,0.72,0.71,49.56,1624.68
"278",12087.51,0.72,0.71,50.8,1625.74
"279",12264.2,0.71,0.71,58.64,1633.08
"280",12318.23,0.71,0.71,59.04,1633.3
"281",12191.25,0.71,0.71,57.4,1632.06
"282",12292.69,0.71,0.71,59.91,1634.25
"283",12411.2,0.71,0.7,65.17,1639.11
"284",12495.09,0.71,0.7,66.9,1640.52
"285",12255.75,0.71,0.71,58.27,1632.73
"286",12338.38,0.71,0.71,59.94,1634.13
"287",12501.38,0.71,0.7,67.18,1640.77
"288",12564.03,0.71,0.7,67.96,1641.3
"289",13796.54,0.68,0.67,130.69,1696.65
"290",13883.62,0.67,0.67,132.56,1697.84
"291",14225.78,0.67,0.66,147.76,1710.15
"292",14289.97,0.67,0.66,148.61,1710.43
"293",13930.96,0.67,0.67,134.66,1699.56
"294",13994.24,0.67,0.67,135.47,1699.85
"295",14416.19,0.66,0.66,154.21,1714.88
"296",14455.25,0.66,0.66,153.95,1714.25
"297",14180.66,0.67,0.66,145.75,1708.55
"298",14275.8,0.67,0.66,147.98,1709.93
"299",14618.5,0.66,0.65,163.2,1721.93
"300",14689.51,0.66,0.65,164.35,1722.39
"301",14285.56,0.67,0.66,148.41,1710.28
"302",14358.36,0.66,0.66,149.64,1710.85
"303",14773.52,0.65,0.65,168.08,1725.27
"304",14820.11,0.65,0.65,168.15,1724.87
"305",14309.6,0.67,0.66,151.48,1713.13
"306",14386.88,0.66,0.66,152.91,1713.85
"307",14801.67,0.65,0.65,171.33,1728.24
"308",14855.54,0.65,0.65,171.72,1728.07
"309",14626.92,0.66,0.65,163.57,1722.23
"310",14668.6,0.66,0.65,163.42,1721.67
"311",15229.79,0.64,0.64,188.34,1740.66
"312",15249.22,0.64,0.64,187.21,1739.31
"313",14654.5,0.66,0.65,164.79,1723.18
"314",14739.36,0.65,0.65,166.56,1724.1
"315",15152.88,0.65,0.64,184.93,1738.1
"316",15213.04,0.64,0.64,185.6,1738.11
"317",14920.22,0.65,0.65,174.59,1730.27
"318",14969.91,0.65,0.64,174.8,1729.95
"319",15520.73,0.64,0.63,199.26,1748.24
"320",15545.78,0.64,0.63,198.38,1747.05
"321",11559.94,0.73,0.72,31.37,1607.15
"322",11661.87,0.73,0.72,33.89,1609.6
"323",11757.61,0.72,0.72,38.15,1613.73
"324",11842.55,0.72,0.72,39.92,1615.38
"325",11582.28,0.73,0.72,30.36,1606.13
"326",11674.35,0.73,0.72,32.45,1608.14
"327",11792.71,0.72,0.72,37.7,1613.24
"328",11865.53,0.72,0.72,38.94,1614.36
"329",11856.06,0.72,0.72,42.52,1617.95
"330",11966.2,0.72,0.71,45.41,1620.63
"331",12053.02,0.72,0.71,49.26,1624.29
"332",12145.51,0.72,0.71,51.37,1626.16
"333",11867.63,0.72,0.72,41.03,1616.45
"334",11970.73,0.72,0.72,43.61,1618.82
"335",12074.16,0.72,0.71,48.2,1623.18
"336",12156.96,0.72,0.71,49.88,1624.64
"337",11968.03,0.72,0.71,47.49,1622.71
"338",12058.86,0.72,0.71,49.52,1624.54
"339",12218.27,0.71,0.71,56.6,1631.18
"340",12290.45,0.71,0.71,57.81,1632.16
"341",12070.25,0.72,0.71,50.03,1625.01
"342",12138.58,0.72,0.71,51.06,1625.87
"343",12359.87,0.71,0.71,60.89,1635.01
"344",12407.37,0.71,0.71,61,1634.95
"345",12223.05,0.71,0.71,56.82,1631.38
"346",12321.66,0.71,0.71,59.19,1633.44
"347",12469.86,0.71,0.7,65.78,1639.49
"348",12549.1,0.71,0.7,67.3,1640.7
"349",12297.15,0.71,0.71,58.11,1632.44
"350",12375.42,0.71,0.71,59.58,1633.65
"351",12577.94,0.71,0.7,68.58,1641.86
"352",12633.96,0.7,0.7,69.06,1642.11
"353",13862.25,0.68,0.67,131.61,1697.06
"354",13951.56,0.67,0.67,133.58,1698.31
"355",14265.51,0.67,0.66,147.52,1709.57
"356",14331.81,0.66,0.66,148.46,1709.91
"357",13997.68,0.67,0.67,135.63,1699.98
"358",14062.8,0.67,0.67,136.52,1700.32
"359",14455.27,0.66,0.66,153.95,1714.25
"360",14496.01,0.66,0.66,153.76,1713.68
"361",14264.83,0.67,0.66,147.49,1709.54
"362",14362.83,0.66,0.66,149.84,1711.01
"363",14672.77,0.66,0.65,163.61,1721.81
"364",14746.5,0.65,0.65,164.88,1722.35
"365",14370.02,0.66,0.66,150.16,1711.26
"366",14445.32,0.66,0.66,151.51,1711.9
"367",14826.42,0.65,0.65,168.43,1725.08
"368",14875.32,0.65,0.65,168.6,1724.75
"369",14316.1,0.66,0.66,149.77,1711.36
"370",14394.36,0.66,0.66,151.24,1712.12
"371",14801.7,0.65,0.65,169.33,1726.24
"372",14855.68,0.65,0.65,169.73,1726.08
"373",14629.09,0.66,0.65,161.67,1720.3
"374",14671.37,0.66,0.65,161.54,1719.76
"375",15231.7,0.64,0.64,186.43,1738.73
"376",15250.68,0.64,0.64,185.27,1737.36
"377",14669.02,0.66,0.65,163.44,1721.68
"378",14755.54,0.65,0.65,165.28,1722.66
"379",15154.92,0.65,0.64,183.02,1736.17
"380",15215.8,0.64,0.64,183.72,1736.2
"381",14927.67,0.65,0.65,172.93,1728.52
"382",14978.66,0.65,0.65,173.19,1728.25
"383",15520.75,0.64,0.63,197.26,1746.24
"384",15545.78,0.64,0.63,196.38,1745.05
"385",12815.15,0.7,0.69,87.11,1659.31
"386",12847.76,0.7,0.69,86.56,1658.6
"387",12815.6,0.7,0.69,85.13,1657.33
"388",12848.3,0.7,0.69,84.58,1656.62
"389",12824.21,0.7,0.69,85.51,1657.67
"390",12860.55,0.7,0.69,85.13,1657.1
"391",12825.79,0.7,0.69,83.58,1655.73
"392",12862.63,0.7,0.69,83.22,1655.19
"393",13134.82,0.69,0.69,99.31,1669.78
"394",13171.69,0.69,0.69,98.94,1669.2
"395",13135.37,0.69,0.69,97.33,1667.8
"396",13172.35,0.69,0.69,96.97,1667.23
"397",13155.01,0.69,0.69,98.2,1668.56
"398",13197.87,0.69,0.69,98.11,1668.2
"399",13157.65,0.69,0.69,96.32,1666.66
"400",13201.2,0.69,0.69,96.25,1666.33
"401",12902.91,0.7,0.69,89.01,1660.77
"402",12937.04,0.7,0.69,88.52,1660.1
"403",12904.24,0.7,0.69,87.07,1658.82
"404",12938.26,0.7,0.69,86.58,1658.15
"405",12902.91,0.7,0.69,87.01,1658.77
"406",12937.4,0.7,0.69,86.54,1658.12
"407",12904.33,0.7,0.69,85.07,1656.82
"408",12938.35,0.7,0.69,84.58,1656.16
"409",13204.72,0.69,0.69,100.41,1670.47
"410",13242.92,0.69,0.68,100.11,1669.93
"411",13205.5,0.69,0.69,98.45,1668.5
"412",13243.61,0.69,0.69,98.14,1667.96
"413",13208.26,0.69,0.69,98.57,1668.6
"414",13249.22,0.69,0.69,98.39,1668.17
"415",13208.41,0.69,0.69,96.57,1666.61
"416",13249.24,0.69,0.69,96.39,1666.17
"417",15592.8,0.63,0.63,208.46,1756.58
"418",15607.93,0.63,0.63,207.14,1755.07
"419",15611.59,0.63,0.63,207.3,1755.19
"420",15626.22,0.63,0.63,205.95,1753.67
"421",15603.08,0.63,0.63,206.92,1754.92
"422",15615.92,0.63,0.63,205.49,1753.33
"423",15628.95,0.63,0.63,206.07,1753.75
"424",15640.52,0.63,0.63,204.58,1752.13
"425",16019.14,0.62,0.62,225.4,1768.23
"426",16037.38,0.62,0.62,224.21,1766.81
"427",16038.08,0.62,0.62,224.24,1766.83
"428",16055.77,0.62,0.62,223.02,1765.39
"429",16021.79,0.62,0.62,223.51,1766.32
"430",16038.8,0.62,0.62,222.27,1764.85
"431",16044.63,0.62,0.62,222.53,1765.04
"432",16060.26,0.62,0.62,221.22,1763.53
"433",15718.49,0.63,0.63,212.05,1758.64
"434",15734.76,0.63,0.63,210.77,1757.17
"435",15762.99,0.63,0.63,212.02,1758.07
"436",15778.6,0.63,0.63,210.71,1756.58
"437",15770.95,0.63,0.62,212.38,1758.33
"438",15781.9,0.63,0.63,210.86,1756.68
"439",15854.28,0.63,0.62,214.08,1759
"440",15862.75,0.63,0.62,212.45,1757.27
"441",16120.8,0.62,0.62,227.91,1769.43
"442",16140.08,0.62,0.62,226.77,1768.04
"443",16162.6,0.62,0.62,227.77,1768.74
"444",16181.17,0.62,0.62,226.59,1767.32
"445",16148.44,0.62,0.62,227.14,1768.3
"446",16163.34,0.62,0.62,225.8,1766.77
"447",16218,0.62,0.62,228.23,1768.47
"448",16230.16,0.62,0.62,226.77,1766.85
"449",12901.74,0.7,0.69,88.96,1660.72
"450",12932.27,0.7,0.69,88.31,1659.92
"451",12912.34,0.7,0.69,87.43,1659.14
"452",12943.11,0.7,0.69,86.79,1658.34
"453",12916.79,0.7,0.69,87.62,1659.31
"454",12951.85,0.7,0.69,87.18,1658.68
"455",12934.61,0.7,0.69,86.42,1658.01
"456",12971.11,0.7,0.69,86.04,1657.44
"457",13239.21,0.69,0.68,101.94,1671.79
"458",13273.78,0.69,0.68,101.48,1671.11
"459",13252.09,0.69,0.68,100.51,1670.28
"460",13286.95,0.69,0.68,100.06,1669.61
"461",13269.51,0.69,0.68,101.29,1670.94
"462",13311.04,0.69,0.68,101.13,1670.53
"463",13294,0.69,0.68,100.38,1669.88
"464",13337.45,0.69,0.68,100.31,1669.53
"465",12942.19,0.7,0.69,88.75,1660.31
"466",12974.39,0.7,0.69,88.18,1659.56
"467",12943.76,0.7,0.69,86.82,1658.37
"468",12975.94,0.7,0.69,86.25,1657.62
"469",12944.66,0.7,0.69,86.86,1658.4
"470",12978.84,0.7,0.69,86.38,1657.74
"471",12948.84,0.7,0.69,85.05,1656.57
"472",12984,0.7,0.69,84.61,1655.94
"473",13262.96,0.69,0.68,101,1670.69
"474",13298.8,0.69,0.68,100.59,1670.06
"475",13267.4,0.69,0.69,99.19,1668.86
"476",13303.23,0.69,0.68,98.79,1668.23
"477",13278.24,0.69,0.68,99.68,1669.28
"478",13319.11,0.69,0.68,99.49,1668.83
"479",13294.56,0.69,0.69,98.4,1667.9
"480",13337.72,0.69,0.68,98.32,1667.54
"481",16134.99,0.62,0.62,230.54,1771.88
"482",16145.23,0.62,0.62,229,1770.2
"483",16137.4,0.62,0.62,228.65,1769.95
"484",16147.72,0.62,0.62,227.11,1768.28
"485",16137.88,0.62,0.62,228.67,1769.97
"486",16147.16,0.62,0.62,227.08,1768.26
"487",16139.32,0.62,0.62,226.73,1768.01
"488",16148.84,0.62,0.62,225.16,1766.31
"489",16628.79,0.61,0.6,250.47,1785.13
"490",16641.53,0.61,0.6,249.04,1783.52
"491",16632.45,0.61,0.61,248.63,1783.24
"492",16645.29,0.61,0.61,247.2,1781.63
"493",16628.8,0.61,0.61,248.47,1783.13
"494",16641.75,0.61,0.61,247.05,1781.53
"495",16632.76,0.61,0.61,246.65,1781.25
"496",16646.18,0.61,0.61,245.24,1779.66
"497",16142.02,0.62,0.62,228.85,1770.1
"498",16152.72,0.62,0.62,227.33,1768.43
"499",16142.56,0.62,0.62,226.88,1768.12
"500",16153.25,0.62,0.62,225.35,1766.45
"501",16150.55,0.62,0.62,227.23,1768.37
"502",16159.56,0.62,0.62,225.63,1766.65
"503",16150.76,0.62,0.62,225.24,1766.37
"504",16159.68,0.62,0.62,223.64,1764.65
"505",16629.33,0.61,0.61,248.5,1783.15
"506",16642.2,0.61,0.61,247.07,1781.54
"507",16632.46,0.61,0.61,246.63,1781.24
"508",16645.33,0.61,0.61,245.21,1779.63
"509",16629.36,0.61,0.61,246.5,1781.15
"510",16642.23,0.61,0.61,245.07,1779.54
"511",16632.8,0.61,0.61,244.65,1779.25
"512",16646.28,0.61,0.61,243.25,1777.66
"513",11321.04,0.73,0.73,22.76,1598.59
"514",11558.58,0.73,0.72,31.31,1607.1
"515",11487.4,0.73,0.73,28.15,1603.97
"516",11693.26,0.73,0.72,35.29,1610.96
"517",11354.89,0.73,0.73,22.26,1598.1
"518",11584.57,0.73,0.72,30.46,1606.23
"519",11522.74,0.73,0.72,27.72,1603.52
"520",11720.93,0.73,0.72,34.52,1610.15
"521",11603.55,0.73,0.72,33.3,1609.06
"522",11867.76,0.72,0.72,43.04,1618.45
"523",11764.47,0.72,0.72,38.45,1614.03
"524",11995.62,0.72,0.71,46.72,1621.87
"525",11627.41,0.73,0.72,32.36,1608.1
"526",11884.39,0.72,0.72,41.78,1617.16
"527",11789.66,0.72,0.72,37.57,1613.11
"528",12013.67,0.72,0.71,45.52,1620.64
"529",11863.82,0.72,0.72,44.86,1620.28
"530",12060.5,0.72,0.71,51.6,1626.6
"531",12042.29,0.72,0.71,50.79,1625.84
"532",12208.64,0.71,0.71,56.18,1630.78
"533",12069.28,0.72,0.71,51.99,1626.97
"534",12239.22,0.71,0.71,57.53,1632.05
"535",12254.5,0.71,0.71,58.21,1632.68
"536",12395.27,0.71,0.71,62.46,1636.46
"537",12127.43,0.72,0.71,54.57,1629.4
"538",12348.38,0.71,0.71,62.38,1636.54
"539",12300.25,0.71,0.71,60.24,1634.56
"540",12489.33,0.71,0.7,66.64,1640.28
"541",12303.28,0.71,0.71,60.38,1634.69
"542",12496.75,0.71,0.7,66.97,1640.58
"543",12482.58,0.71,0.7,66.34,1640.01
"544",12645.14,0.7,0.7,71.56,1644.56
"545",13304.68,0.69,0.68,108.85,1678.28
"546",13578.72,0.68,0.68,119.02,1686.6
"547",13684.04,0.68,0.67,123.7,1690.51
"548",13908.21,0.67,0.67,131.65,1696.73
"549",13451.53,0.69,0.68,113.37,1681.84
"550",13708.71,0.68,0.67,122.79,1689.42
"551",13845.69,0.68,0.67,128.88,1694.45
"552",14052.89,0.67,0.67,136.08,1699.97
"553",13651.79,0.68,0.67,122.26,1689.32
"554",13958.34,0.67,0.67,133.88,1698.55
"555",14026.14,0.67,0.67,136.89,1701
"556",14279.98,0.67,0.66,146.16,1708.08
"557",13776.9,0.68,0.67,125.82,1691.93
"558",14066.09,0.67,0.67,136.66,1700.44
"559",14165.01,0.67,0.66,141.06,1703.99
"560",14401.22,0.66,0.66,149.55,1710.36
